School ID, Category, Category Type, Year, Composite Score Mean, Total Tested
609761,Race,Other,2009,,1
609761,Race,Hispanic,2009,,1
609761,Race,Hispanic,2010,,6
609761,Race,Other,2010,,3
609761,Race,Black,2010,14.6,142
609761,Race,Black,2011,14.3,165
609761,Race,Hispanic,2011,,1
609761,Race,Black,2012,14.7,122
609761,Race,Hispanic,2013,,1
609761,Race,Black,2013,13.9,105
609761,Race,White,2013,,1
609761,Race,Hispanic,2014,,1
609761,Race,Black,2014,14.8,97
609761,Race,Asian / Pacific,2015,,1
609761,Race,Hispanic,2015,,5
609761,Race,Black,2015,13.8,96
609702,Race,Black,2001,13.7,134
609702,Race,Hispanic,2001,,2
609702,Race,Asian / Pacific,2001,,2
609702,Race,Black,2002,14.1,146
609702,Race,Hispanic,2003,,1
609702,Race,Black,2003,14.5,171
609702,Race,Black,2004,14.9,151
609702,Race,Hispanic,2004,,3
609702,Race,Black,2005,14.6,164
609702,Race,Hispanic,2005,,2
609702,Race,Black,2006,14.7,175
609702,Race,Hispanic,2006,,6
609702,Race,Other,2007,,2
609702,Race,Hispanic,2007,,3
609702,Race,Black,2007,14.3,169
609702,Race,Hispanic,2008,,1
609702,Race,Black,2008,14.4,172
609702,Race,Other,2008,,2
609702,Race,Hispanic,2009,,1
609702,Race,Other,2009,,1
609702,Race,Black,2009,14.5,112
609702,Race,Black,2010,14.1,79
609702,Race,Hispanic,2010,,2
609702,Race,Black,2011,14.0,86
609702,Race,Hispanic,2011,,1
609702,Race,White,2012,,1
609702,Race,Black,2012,13.8,86
609702,Race,Hispanic,2012,,1
609702,Race,Black,2013,13.2,94
609702,Race,Hispanic,2013,,1
609702,Race,Other,2014,,1
609702,Race,Native American,2014,,2
609702,Race,Black,2014,14.1,43
609702,Race,Hispanic,2014,,4
609702,Race,Black,2015,,2
609756,Race,Native American,2001,,2
609756,Race,Asian / Pacific,2001,15.2,21
609756,Race,Hispanic,2001,15.8,294
609756,Race,Black,2001,15.8,207
609756,Race,White,2001,16.5,86
609756,Race,Hispanic,2002,15.9,326
609756,Race,Asian / Pacific,2002,,7
609756,Race,White,2002,16.9,56
609756,Race,Native American,2002,,3
609756,Race,Black,2002,16.1,162
609756,Race,Asian / Pacific,2003,16.8,29
609756,Race,Black,2003,16.4,169
609756,Race,Hispanic,2003,16.4,301
609756,Race,White,2003,17.4,77
609756,Race,White,2004,16.8,72
609756,Race,Asian / Pacific,2004,17.9,25
609756,Race,Black,2004,16.3,163
609756,Race,Hispanic,2004,16.9,349
609756,Race,White,2005,17.9,60
609756,Race,Asian / Pacific,2005,18.2,28
609756,Race,Hispanic,2005,17.4,358
609756,Race,Black,2005,16.0,180
609756,Race,Native American,2005,,1
609756,Race,Asian / Pacific,2006,18.3,42
609756,Race,White,2006,17.5,49
609756,Race,Hispanic,2006,17.2,300
609756,Race,Other,2006,16.3,17
609756,Race,Black,2006,16.5,145
609756,Race,Black,2007,17.3,148
609756,Race,White,2007,18.9,48
609756,Race,Other,2007,17.1,20
609756,Race,Hispanic,2007,17.7,380
609756,Race,Asian / Pacific,2007,19.9,28
609756,Race,Black,2008,17.8,103
609756,Race,White,2008,19.5,50
609756,Race,Asian / Pacific,2008,20.1,25
609756,Race,Other,2008,18.2,11
609756,Race,Hispanic,2008,17.5,472
609756,Race,Native American,2008,,1
609756,Race,Black,2009,17.1,106
609756,Race,Hispanic,2009,17.4,444
609756,Race,White,2009,17.6,37
609756,Race,Other,2009,,9
609756,Race,Asian / Pacific,2009,18.8,48
609756,Race,Hispanic,2010,17.2,493
609756,Race,Other,2010,,9
609756,Race,Asian / Pacific,2010,19.0,49
609756,Race,White,2010,16.9,25
609756,Race,Black,2010,17.0,81
609756,Race,Native American,2011,,6
609756,Race,Hispanic,2011,17.0,645
609756,Race,White,2011,18.7,25
609756,Race,Asian / Pacific,2011,17.0,46
609756,Race,Black,2011,16.4,121
609756,Race,Other,2011,,3
609756,Race,White,2012,17.6,31
609756,Race,Black,2012,17.3,73
609756,Race,Native American,2012,,5
609756,Race,Asian / Pacific,2012,18.9,32
609756,Race,Hispanic,2012,17.2,637
609756,Race,White,2013,16.9,13
609756,Race,Black,2013,16.9,55
609756,Race,Native American,2013,,2
609756,Race,Other,2013,,2
609756,Race,Hispanic,2013,17.3,487
609756,Race,Asian / Pacific,2013,18.0,12
609756,Race,Black,2014,16.3,72
609756,Race,White,2014,21.7,21
609756,Race,Hispanic,2014,17.6,501
609756,Race,Other,2014,,2
609756,Race,Native American,2014,,2
609756,Race,Asian / Pacific,2014,19.8,26
609756,Race,Native American,2015,,4
609756,Race,Asian / Pacific,2015,19.9,15
609756,Race,Other,2015,,3
609756,Race,Black,2015,16.2,78
609756,Race,Hispanic,2015,17.4,563
609756,Race,White,2015,18.5,14
610402,Race,Black,2006,19.1,52
610402,Race,Hispanic,2006,19.7,38
610402,Race,Other,2006,,2
610402,Race,Asian / Pacific,2006,,5
610402,Race,White,2006,,7
610402,Race,White,2007,20.9,11
610402,Race,Hispanic,2007,19.3,26
610402,Race,Asian / Pacific,2007,,4
610402,Race,Other,2007,,1
610402,Race,Black,2007,19.1,61
610402,Race,Other,2008,,3
610402,Race,White,2008,,6
610402,Race,Black,2008,18.9,48
610402,Race,Hispanic,2008,19.5,32
610402,Race,Other,2009,,3
610402,Race,White,2009,21.5,11
610402,Race,Black,2009,19.2,37
610402,Race,Hispanic,2009,19.6,50
610402,Race,Asian / Pacific,2009,,5
610402,Race,Black,2010,18.6,55
610402,Race,Hispanic,2010,19.5,39
610402,Race,Other,2010,,5
610402,Race,White,2010,,6
610402,Race,Asian / Pacific,2010,,4
610402,Race,White,2011,20.5,11
610402,Race,Other,2011,,2
610402,Race,Hispanic,2011,21.1,43
610402,Race,Asian / Pacific,2011,,4
610402,Race,Black,2011,20.2,53
610402,Race,Asian / Pacific,2012,,7
610402,Race,Black,2012,20.2,37
610402,Race,Hispanic,2012,21.3,37
610402,Race,White,2012,21.6,10
610402,Race,White,2013,22.3,11
610402,Race,Asian / Pacific,2013,,6
610402,Race,Other,2013,,2
610402,Race,Black,2013,21.1,33
610402,Race,Hispanic,2013,22.4,44
610402,Race,Hispanic,2014,21.0,55
610402,Race,Black,2014,20.7,28
610402,Race,Other,2014,,2
610402,Race,Asian / Pacific,2014,,6
610402,Race,White,2014,,7
610402,Race,Black,2015,19.9,35
610402,Race,Asian / Pacific,2015,,5
610402,Race,Hispanic,2015,21.0,49
610402,Race,White,2015,,7
610402,Race,Native American,2015,,1
610245,Race,Other,2006,,1
610245,Race,Black,2006,13.4,56
610245,Race,Hispanic,2007,,2
610245,Race,Black,2007,14.3,70
610245,Race,Other,2007,,1
610245,Race,Black,2008,14.4,100
610245,Race,Black,2009,14.4,75
610245,Race,Hispanic,2009,,1
610245,Race,Other,2009,,2
610245,Race,Black,2010,14.5,87
610245,Race,Other,2010,,2
610245,Race,Hispanic,2010,,1
610245,Race,Black,2011,14.9,94
610245,Race,Hispanic,2011,,1
610245,Race,Other,2012,,1
610245,Race,Black,2012,14.7,57
610245,Race,Black,2013,14.2,77
610245,Race,Black,2014,15.2,59
610245,Race,Black,2015,13.9,68
610245,Race,Hispanic,2015,,1
610245,Race,Other,2015,,1
609676,Race,Black,2001,14.6,254
609676,Race,Hispanic,2002,,3
609676,Race,Black,2002,14.9,278
609676,Race,Asian / Pacific,2002,,1
609676,Race,Asian / Pacific,2003,,1
609676,Race,White,2003,,1
609676,Race,Black,2003,14.8,216
609676,Race,Native American,2003,,1
609676,Race,White,2004,,1
609676,Race,Black,2004,15.2,224
609676,Race,Asian / Pacific,2004,,1
609676,Race,Black,2005,15.3,253
609676,Race,White,2005,,1
609676,Race,Black,2006,15.1,289
609676,Race,Hispanic,2006,,1
609676,Race,White,2006,,1
609676,Race,Black,2007,15.1,323
609676,Race,Hispanic,2007,,2
609676,Race,Other,2007,,4
609676,Race,Hispanic,2008,,1
609676,Race,Black,2008,15.1,251
609676,Race,Other,2008,,8
609676,Race,White,2009,,1
609676,Race,Hispanic,2009,,2
609676,Race,Other,2009,,5
609676,Race,Black,2009,14.5,348
609676,Race,Asian / Pacific,2010,,1
609676,Race,Native American,2010,,1
609676,Race,Black,2010,14.9,196
609676,Race,Other,2010,,2
609676,Race,Hispanic,2011,,2
609676,Race,Native American,2011,,1
609676,Race,White,2011,,1
609676,Race,Black,2011,14.8,338
609676,Race,Asian / Pacific,2011,,1
609676,Race,Other,2011,,2
609676,Race,Hispanic,2012,,2
609676,Race,Other,2012,,3
609676,Race,Black,2012,14.8,323
609676,Race,Asian / Pacific,2012,,1
609676,Race,Asian / Pacific,2013,,1
609676,Race,Other,2013,,2
609676,Race,Black,2013,14.6,227
609676,Race,Hispanic,2013,,1
609676,Race,Hispanic,2014,,4
609676,Race,Other,2014,,4
609676,Race,Black,2014,14.7,254
609676,Race,Hispanic,2015,,3
609676,Race,Asian / Pacific,2015,,1
609676,Race,Native American,2015,,1
609676,Race,Black,2015,14.6,195
609736,Race,Black,2002,13.3,38
609736,Race,Black,2003,14.0,49
609736,Race,Black,2004,15.0,55
609736,Race,Black,2005,14.4,68
609736,Race,Other,2006,,3
609736,Race,Black,2006,14.4,70
609736,Race,Black,2007,14.3,53
609736,Race,Other,2007,,1
609736,Race,Black,2008,14.4,86
609736,Race,Other,2009,,2
609736,Race,Black,2009,14.2,93
609736,Race,Black,2010,14.4,75
609736,Race,Black,2011,14.0,72
609736,Race,Hispanic,2011,,3
609736,Race,Black,2012,14.6,64
609736,Race,Hispanic,2012,,1
609736,Race,Black,2013,13.7,49
609736,Race,Other,2013,,2
609736,Race,Native American,2014,,1
609736,Race,Black,2014,14.1,23
400094,Race,Other,2012,,3
400094,Race,Black,2012,15.7,51
400094,Race,White,2012,,1
400094,Race,Hispanic,2012,17.2,25
400094,Race,Black,2013,15.8,52
400094,Race,White,2013,,1
400094,Race,Native American,2013,,1
400094,Race,Hispanic,2013,16.3,35
400094,Race,Other,2013,,1
400094,Race,Black,2014,15.9,55
400094,Race,Native American,2014,,1
400094,Race,White,2014,,2
400094,Race,Hispanic,2014,16.7,52
400094,Race,Hispanic,2015,18.2,36
400094,Race,Black,2015,17.0,59
400094,Race,Other,2015,,3
610565,Race,Black,2014,13.5,47
610565,Race,Black,2015,13.1,25
400176,Race,Black,2015,12.9,11
400175,Race,Black,2015,,1
609704,Race,Hispanic,2001,14.1,298
609704,Race,Black,2001,13.7,22
609704,Race,White,2001,,1
609704,Race,Hispanic,2002,14.8,275
609704,Race,White,2002,,4
609704,Race,Black,2002,12.6,24
609704,Race,White,2003,,3
609704,Race,Black,2003,13.8,49
609704,Race,Hispanic,2003,14.3,334
609704,Race,Black,2004,13.1,50
609704,Race,White,2004,,3
609704,Race,Hispanic,2004,14.6,314
609704,Race,Hispanic,2005,15.6,368
609704,Race,Black,2005,14.1,55
609704,Race,Asian / Pacific,2005,,1
609704,Race,White,2005,,3
609704,Race,Hispanic,2006,15.7,265
609704,Race,Black,2006,14.6,57
609704,Race,White,2006,,3
609704,Race,Other,2006,,2
609704,Race,Hispanic,2007,16.0,276
609704,Race,Other,2007,,1
609704,Race,Black,2007,15.6,59
609704,Race,Other,2008,,3
609704,Race,Hispanic,2008,15.9,297
609704,Race,White,2008,,2
609704,Race,Black,2008,14.7,55
609704,Race,Other,2009,,4
609704,Race,White,2009,,4
609704,Race,Black,2009,14.9,57
609704,Race,Hispanic,2009,15.4,267
609704,Race,Black,2010,14.5,50
609704,Race,Other,2010,,4
609704,Race,Hispanic,2010,15.6,261
609704,Race,White,2010,,2
609704,Race,Hispanic,2011,16.2,276
609704,Race,Black,2011,15.0,50
609704,Race,Native American,2011,,4
609704,Race,White,2011,,2
609704,Race,Black,2012,14.8,35
609704,Race,Asian / Pacific,2012,,1
609704,Race,Native American,2012,,7
609704,Race,White,2012,,1
609704,Race,Other,2012,,2
609704,Race,Hispanic,2012,16.0,287
609704,Race,White,2013,,1
609704,Race,Hispanic,2013,15.7,238
609704,Race,Black,2013,14.6,20
609704,Race,Other,2014,,1
609704,Race,Hispanic,2014,15.9,205
609704,Race,White,2014,,1
609704,Race,Black,2014,14.9,30
609704,Race,Hispanic,2015,15.6,177
609704,Race,Black,2015,15.1,26
609704,Race,Native American,2015,,1
609705,Race,Black,2001,13.6,137
609705,Race,White,2002,,1
609705,Race,Hispanic,2002,,2
609705,Race,Native American,2002,,1
609705,Race,Black,2002,13.9,137
609705,Race,Black,2003,14.1,153
609705,Race,Asian / Pacific,2003,,1
609705,Race,Black,2004,14.2,158
609705,Race,White,2005,,1
609705,Race,Black,2005,14.3,177
609705,Race,Black,2006,14.5,185
609705,Race,White,2006,,1
609705,Race,Black,2007,13.8,228
609705,Race,Other,2007,,2
609705,Race,Native American,2008,,2
609705,Race,Hispanic,2008,,1
609705,Race,Black,2008,14.0,247
609705,Race,Other,2009,,2
609705,Race,Black,2009,13.4,189
609705,Race,Other,2010,,2
609705,Race,Asian / Pacific,2010,,1
609705,Race,Black,2010,14.3,241
609705,Race,Hispanic,2010,,1
609705,Race,Black,2011,14.0,198
609705,Race,Black,2012,14.0,147
609705,Race,Other,2012,,1
609705,Race,Hispanic,2012,,1
609705,Race,Hispanic,2013,,1
609705,Race,Black,2013,14.2,98
609705,Race,Other,2013,,1
609705,Race,Black,2014,14.4,88
609705,Race,Hispanic,2014,,1
609705,Race,Black,2015,14.5,88
609705,Race,Hispanic,2015,,1
400042,Race,Hispanic,2011,,2
400042,Race,Black,2011,15.0,78
400042,Race,Black,2012,14.1,73
400042,Race,Other,2012,,1
400042,Race,White,2013,,1
400042,Race,Hispanic,2013,,4
400042,Race,Black,2013,16.1,77
400042,Race,Other,2014,,4
400042,Race,Hispanic,2014,,5
400042,Race,Black,2014,17.1,84
609708,Race,Asian / Pacific,2001,,4
609708,Race,Hispanic,2001,14.4,90
609708,Race,Black,2001,13.9,12
609708,Race,White,2001,15.6,45
609708,Race,Asian / Pacific,2002,,1
609708,Race,White,2002,15.1,28
609708,Race,Black,2002,13.8,12
609708,Race,Hispanic,2002,15.0,114
609708,Race,Asian / Pacific,2003,,1
609708,Race,Other,2003,,1
609708,Race,Black,2003,13.9,30
609708,Race,White,2003,14.5,46
609708,Race,Hispanic,2003,14.3,176
609708,Race,Black,2004,13.5,36
609708,Race,White,2004,15.4,27
609708,Race,Asian / Pacific,2004,,5
609708,Race,Hispanic,2004,14.6,183
609708,Race,Asian / Pacific,2005,,1
609708,Race,White,2005,16.4,35
609708,Race,Hispanic,2005,15.0,165
609708,Race,Black,2005,14.2,38
609708,Race,White,2006,15.0,27
609708,Race,Hispanic,2006,14.9,171
609708,Race,Black,2006,15.1,31
609708,Race,Asian / Pacific,2006,,3
609708,Race,Other,2006,,4
609708,Race,White,2007,16.3,19
609708,Race,Hispanic,2007,14.9,197
609708,Race,Black,2007,14.3,43
609708,Race,Other,2007,,8
609708,Race,Asian / Pacific,2007,,5
609708,Race,Black,2008,14.5,50
609708,Race,Other,2008,,6
609708,Race,Asian / Pacific,2008,,3
609708,Race,Hispanic,2008,15.1,228
609708,Race,White,2008,14.1,30
609708,Race,White,2009,15.7,23
609708,Race,Hispanic,2009,15.2,217
609708,Race,Other,2009,,5
609708,Race,Asian / Pacific,2009,,2
609708,Race,Black,2009,14.3,73
609708,Race,Black,2010,14.3,45
609708,Race,Asian / Pacific,2010,,2
609708,Race,White,2010,15.5,21
609708,Race,Other,2010,,9
609708,Race,Hispanic,2010,14.8,271
609708,Race,Hispanic,2011,15.4,313
609708,Race,Native American,2011,,4
609708,Race,Other,2011,,2
609708,Race,White,2011,16.1,21
609708,Race,Black,2011,14.6,69
609708,Race,Asian / Pacific,2011,,1
609708,Race,Hispanic,2012,15.4,284
609708,Race,White,2012,16.7,18
609708,Race,Other,2012,,5
609708,Race,Asian / Pacific,2012,,1
609708,Race,Black,2012,15.2,62
609708,Race,White,2013,,8
609708,Race,Native American,2013,,1
609708,Race,Black,2013,14.9,52
609708,Race,Asian / Pacific,2013,,4
609708,Race,Other,2013,,2
609708,Race,Hispanic,2013,15.0,252
609708,Race,Hispanic,2014,15.8,217
609708,Race,Other,2014,,1
609708,Race,Black,2014,15.1,43
609708,Race,Asian / Pacific,2014,,4
609708,Race,White,2014,18.4,15
609708,Race,Asian / Pacific,2015,,1
609708,Race,Native American,2015,,1
609708,Race,Black,2015,14.5,36
609708,Race,Hispanic,2015,16.3,205
609708,Race,Other,2015,,2
609708,Race,White,2015,,9
609709,Race,Black,2001,14.0,116
609709,Race,White,2001,,4
609709,Race,Hispanic,2001,14.4,106
609709,Race,Asian / Pacific,2001,,1
609709,Race,White,2002,,5
609709,Race,Hispanic,2002,14.5,117
609709,Race,Asian / Pacific,2002,,1
609709,Race,Black,2002,13.9,113
609709,Race,White,2003,,4
609709,Race,Black,2003,13.8,77
609709,Race,Hispanic,2003,14.5,142
609709,Race,Native American,2004,,1
609709,Race,Hispanic,2004,14.7,130
609709,Race,White,2004,,4
609709,Race,Black,2004,13.8,105
609709,Race,Hispanic,2005,14.8,206
609709,Race,White,2005,,9
609709,Race,Black,2005,14.0,101
609709,Race,Black,2006,13.9,133
609709,Race,Hispanic,2006,14.5,172
609709,Race,Other,2006,,4
609709,Race,Other,2007,,4
609709,Race,Hispanic,2007,15.3,127
609709,Race,Black,2007,14.7,79
609709,Race,Black,2008,14.4,75
609709,Race,White,2008,,3
609709,Race,Other,2008,,2
609709,Race,Hispanic,2008,15.0,137
609709,Race,White,2009,,1
609709,Race,Other,2009,,6
609709,Race,Hispanic,2009,15.2,168
609709,Race,Black,2009,14.0,144
609709,Race,Other,2010,,5
609709,Race,Hispanic,2010,14.8,122
609709,Race,Black,2010,14.3,114
609709,Race,Other,2011,,2
609709,Race,Black,2011,13.6,118
609709,Race,Hispanic,2011,14.3,160
609709,Race,Other,2012,,1
609709,Race,Hispanic,2012,15.7,153
609709,Race,White,2012,,1
609709,Race,Black,2012,13.6,76
609709,Race,Hispanic,2013,15.5,82
609709,Race,Black,2013,14.5,77
609709,Race,White,2013,,4
609709,Race,Native American,2013,,1
609709,Race,Other,2014,,1
609709,Race,Hispanic,2014,15.6,84
609709,Race,Black,2014,15.4,52
609709,Race,White,2014,,1
609709,Race,White,2015,,1
609709,Race,Hispanic,2015,15.4,54
609709,Race,Black,2015,15.1,48
609709,Race,Other,2015,,1
609709,Race,Asian / Pacific,2015,,1
609693,Race,Black,2001,14.6,214
609693,Race,Hispanic,2001,,2
609693,Race,Black,2002,14.7,270
609693,Race,Black,2003,15.1,318
609693,Race,Black,2004,16.1,241
609693,Race,Black,2005,15.6,260
609693,Race,Hispanic,2006,,3
609693,Race,Black,2006,15.3,156
609693,Race,Other,2006,,2
609693,Race,Other,2012,,4
609693,Race,Asian / Pacific,2012,,4
609693,Race,Native American,2012,,1
609693,Race,Black,2012,19.2,183
609693,Race,Hispanic,2012,23.4,47
609693,Race,Other,2013,,2
609693,Race,Asian / Pacific,2013,22.9,11
609693,Race,Hispanic,2013,22.0,69
609693,Race,Native American,2013,,1
609693,Race,Black,2013,20.0,188
609693,Race,White,2013,,2
609693,Race,Native American,2014,,1
609693,Race,Asian / Pacific,2014,21.8,17
609693,Race,Black,2014,19.9,146
609693,Race,White,2014,,7
609693,Race,Hispanic,2014,21.4,65
609693,Race,Other,2014,,4
609693,Race,Hispanic,2015,21.7,97
609693,Race,White,2015,,9
609693,Race,Native American,2015,,1
609693,Race,Other,2015,,2
609693,Race,Black,2015,19.3,154
609693,Race,Asian / Pacific,2015,22.6,17
610558,Race,White,2015,,2
610558,Race,Hispanic,2015,19.7,74
610558,Race,Black,2015,17.3,114
610558,Race,Other,2015,,4
610383,Race,Black,2008,16.1,18
610383,Race,Hispanic,2008,16.5,60
610383,Race,Other,2008,,1
610383,Race,Hispanic,2009,16.4,62
610383,Race,White,2009,,1
610383,Race,Black,2009,15.1,22
610383,Race,Other,2010,,1
610383,Race,Black,2010,14.4,13
610383,Race,Hispanic,2010,15.9,64
610383,Race,Black,2011,,7
610383,Race,White,2011,,1
610383,Race,Hispanic,2011,15.8,61
610383,Race,Hispanic,2012,16.2,89
610383,Race,Black,2012,,4
610383,Race,Hispanic,2013,17.3,82
610383,Race,Black,2013,,8
610383,Race,Black,2014,,5
610383,Race,Hispanic,2014,16.3,87
610383,Race,Black,2015,,8
610383,Race,Hispanic,2015,15.9,61
609694,Race,White,2001,16.5,11
609694,Race,Hispanic,2001,15.9,48
609694,Race,Black,2001,17.7,11
609694,Race,Asian / Pacific,2001,,1
609694,Race,Asian / Pacific,2002,,1
609694,Race,Black,2002,16.6,14
609694,Race,White,2002,19.4,13
609694,Race,Hispanic,2002,16.8,74
609694,Race,Black,2003,17.4,18
609694,Race,Hispanic,2003,16.5,92
609694,Race,White,2003,,6
609694,Race,Asian / Pacific,2004,,1
609694,Race,Hispanic,2004,17.1,124
609694,Race,Black,2004,15.1,12
609694,Race,Native American,2004,,1
609694,Race,White,2004,16.5,20
609694,Race,White,2005,17.2,16
609694,Race,Black,2005,,7
609694,Race,Hispanic,2005,16.8,126
609694,Race,Hispanic,2006,16.6,176
609694,Race,White,2006,17.5,19
609694,Race,Black,2006,,8
609694,Race,White,2007,,2
609694,Race,Black,2007,,1
609694,Race,Hispanic,2007,14.4,10
609694,Race,Asian / Pacific,2008,,1
609694,Race,White,2008,16.5,16
609694,Race,Native American,2008,,1
609694,Race,Hispanic,2008,15.3,170
609694,Race,Other,2008,,6
609694,Race,Black,2008,14.7,11
609694,Race,Native American,2009,,1
609694,Race,Black,2009,,6
609694,Race,Hispanic,2009,15.5,165
609694,Race,White,2009,14.6,10
609694,Race,Other,2009,,3
609694,Race,Asian / Pacific,2010,,1
609694,Race,Black,2010,,7
609694,Race,White,2010,16.4,15
609694,Race,Native American,2010,,2
609694,Race,Hispanic,2010,15.6,180
609694,Race,Other,2010,,1
609694,Race,Black,2011,,7
609694,Race,Asian / Pacific,2011,,1
609694,Race,Hispanic,2011,15.8,198
609694,Race,White,2011,,2
609694,Race,Asian / Pacific,2012,,2
609694,Race,Black,2012,,3
609694,Race,White,2012,,6
609694,Race,Native American,2012,,2
609694,Race,Hispanic,2012,16.9,231
609694,Race,White,2013,18.1,17
609694,Race,Other,2013,,1
609694,Race,Hispanic,2013,16.3,203
609694,Race,Asian / Pacific,2013,,2
609694,Race,Black,2013,,4
609694,Race,White,2014,,3
609694,Race,Asian / Pacific,2014,,1
609694,Race,Other,2014,,3
609694,Race,Native American,2014,,1
609694,Race,Black,2014,,3
609694,Race,Hispanic,2014,17.1,233
609694,Race,Native American,2015,,2
609694,Race,Hispanic,2015,16.8,218
609694,Race,Unknown Race,2015,,1
609694,Race,White,2015,,4
609694,Race,Black,2015,,3
609710,Race,Black,2001,13.4,111
609710,Race,Black,2002,14.0,129
609710,Race,Hispanic,2003,,1
609710,Race,Black,2003,14.1,148
609710,Race,Black,2004,15.1,138
609710,Race,Black,2005,14.9,193
609710,Race,Black,2006,14.9,211
609710,Race,Hispanic,2007,,1
609710,Race,Black,2007,15.1,243
609710,Race,Black,2008,14.9,299
609710,Race,Other,2008,,2
609710,Race,Hispanic,2009,,1
609710,Race,Black,2009,14.4,245
609710,Race,Other,2009,,2
609710,Race,Hispanic,2010,,1
609710,Race,Black,2010,14.7,223
609710,Race,Native American,2010,,1
609710,Race,Other,2010,,1
609710,Race,Hispanic,2011,,1
609710,Race,Black,2011,14.7,245
609710,Race,Other,2012,,3
609710,Race,White,2012,,1
609710,Race,Hispanic,2012,,1
609710,Race,Black,2012,15.0,233
609710,Race,Hispanic,2013,,2
609710,Race,Other,2013,,1
609710,Race,Native American,2013,,1
609710,Race,Black,2013,14.9,234
609710,Race,Asian / Pacific,2014,,1
609710,Race,Hispanic,2014,,1
609710,Race,Black,2014,15.4,171
609710,Race,Other,2015,,1
609710,Race,Black,2015,15.0,143
609711,Race,White,2001,,1
609711,Race,Black,2001,13.0,158
609711,Race,Hispanic,2001,,2
609711,Race,Hispanic,2002,,2
609711,Race,Black,2002,13.4,141
609711,Race,Hispanic,2003,,3
609711,Race,Black,2003,13.8,173
609711,Race,Black,2004,13.6,178
609711,Race,Black,2005,13.9,198
609711,Race,Hispanic,2005,,1
609711,Race,Other,2006,,5
609711,Race,Black,2006,13.8,210
609711,Race,Black,2007,14.1,169
609711,Race,Other,2007,,4
609711,Race,Hispanic,2007,,1
609711,Race,Native American,2008,,1
609711,Race,Other,2008,,3
609711,Race,Black,2008,14.1,146
609711,Race,Black,2009,14.1,145
609711,Race,Black,2010,14.2,128
609711,Race,Black,2011,14.5,142
609711,Race,Hispanic,2012,,1
609711,Race,Black,2012,14.6,130
609711,Race,Black,2013,14.1,121
609711,Race,Other,2014,,1
609711,Race,Black,2014,14.0,106
609711,Race,Hispanic,2014,,3
609711,Race,Black,2015,14.0,90
609711,Race,Hispanic,2015,,3
609712,Race,White,2001,,1
609712,Race,Black,2001,13.7,88
609712,Race,Native American,2002,,1
609712,Race,Black,2002,14.3,94
609712,Race,Black,2003,14.3,79
609712,Race,Hispanic,2003,,1
609712,Race,Black,2004,13.9,100
609712,Race,Black,2005,14.6,76
609712,Race,Native American,2006,,1
609712,Race,Black,2006,14.6,116
609712,Race,Black,2008,14.7,108
609712,Race,Native American,2008,,1
609712,Race,Other,2008,,2
609712,Race,Hispanic,2009,,1
609712,Race,Black,2009,14.8,123
609712,Race,Other,2009,,2
609712,Race,Black,2010,14.8,111
609712,Race,Black,2011,14.0,112
609712,Race,Hispanic,2012,,1
609712,Race,Black,2012,13.5,100
609712,Race,Black,2013,13.7,73
609712,Race,Black,2014,14.5,63
609712,Race,Black,2015,13.4,43
609712,Race,Unknown Race,2015,,1
609768,Race,Black,2001,16.0,48
609768,Race,Hispanic,2001,13.4,16
609768,Race,Black,2002,15.8,91
609768,Race,Hispanic,2002,,8
609768,Race,Black,2003,16.6,95
609768,Race,Hispanic,2003,15.2,12
609768,Race,Hispanic,2004,,8
609768,Race,Asian / Pacific,2004,,1
609768,Race,Black,2004,17.5,137
609768,Race,Hispanic,2005,,4
609768,Race,White,2005,,1
609768,Race,Black,2005,17.4,139
609768,Race,Black,2006,16.4,173
609768,Race,Hispanic,2006,,1
609768,Race,Other,2006,,1
609768,Race,Other,2007,,3
609768,Race,Black,2007,17.7,137
609768,Race,Hispanic,2007,,1
609768,Race,Black,2008,15.3,255
609768,Race,White,2009,,1
609768,Race,Black,2009,15.2,199
609768,Race,Hispanic,2009,,1
609768,Race,Other,2010,,1
609768,Race,Black,2010,15.2,151
609768,Race,White,2010,,1
609768,Race,Hispanic,2011,,1
609768,Race,Black,2011,15.0,133
609768,Race,Black,2012,14.9,131
609768,Race,Asian / Pacific,2013,,1
609768,Race,Black,2013,14.5,103
609768,Race,Hispanic,2013,,1
609768,Race,Hispanic,2014,,2
609768,Race,Black,2014,14.7,91
609768,Race,Black,2015,14.9,58
609741,Race,Hispanic,2001,16.8,187
609741,Race,Asian / Pacific,2001,19.0,37
609741,Race,Black,2001,16.3,50
609741,Race,White,2001,18.4,84
609741,Race,Native American,2001,,2
609741,Race,Black,2002,16.6,57
609741,Race,Hispanic,2002,16.5,181
609741,Race,White,2002,18.1,82
609741,Race,Native American,2002,,3
609741,Race,Asian / Pacific,2002,19.2,16
609741,Race,White,2003,18.0,43
609741,Race,Black,2003,15.7,65
609741,Race,Hispanic,2003,16.0,241
609741,Race,Asian / Pacific,2003,19.4,16
609741,Race,Native American,2003,,2
609741,Race,Hispanic,2004,17.4,173
609741,Race,Asian / Pacific,2004,19.0,12
609741,Race,White,2004,18.3,37
609741,Race,Black,2004,16.0,30
609741,Race,Black,2005,16.1,21
609741,Race,Asian / Pacific,2005,,9
609741,Race,White,2005,19.2,25
609741,Race,Hispanic,2005,16.7,221
